team_id,name,country
0,Jivanmukti,Italy
1,Onagraceae,Pitcairn
2,Torob,Belize
3,Qawwal,Finland
4,Velophile,Antarctica
5,Endeavorer,Namibia
6,Zyntherius,Costa Rica
7,Bohemium,Cote D`ivoire
8,Whipjack,Benin
9,Miaoued,Azerbaijan
10,Lechour,Zimbabwe
11,Dgital,Syrian Arab Republic
12,Supercoil,Poland
13,Tacticity,Malta
14,Dashee,Russian Federation
15,Overgreedy,Bahrain
16,Fulliche,Yugoslavia
17,Moudiwarp,Guam
18,Sequest,Suriname
19,Thick-eyed,Macedonia
20,Cuzzes,Saint Kitts And Nevis
21,Vernalize,Vanuatu
22,Bouser,Sierra Leone
23,Hurdlework,Tonga
24,Essoin,New Zealand
25,Spirule,Mali
26,Crab-step,Gabon
27,Overdoser,Portugal
28,Troostite,Mauritius
29,Almucantar,Bahrain
30,Tragopogon,Indonesia
31,Falsen,United Arab Emirates
32,Sarmale,Georgia
33,Kobus,Anguilla
34,Desorb,Norfolk Island
35,Bahuvrihi,Senegal
36,Peat-bed,Bahamas
37,Nonhorror,Armenia
38,Pheer,Brazil
39,Woodbin,Mongolia
40,Ptomain,Belgium
41,Zeugmatic,Georgia
42,Cockarouse,Afghanistan
43,Gainlessly,Zaire
44,Adjuror,Greece
45,Psaltress,Rwanda
46,G-notes,Venezuela
47,Customably,East Timor
48,Mankier,Brunei Darussalam
49,Amnemonic,Iran
50,Monomyths,St Vincent/Grenadines
51,Multicoat,Eritrea
52,Nonpierced,Bermuda
53,Veneries,Sao Tome
54,Taplash,Equatorial Guinea
55,Pylonlike,South Africa
56,Preimage,Guadeloupe
57,Hajjes,Jamaica
58,Longcut,Somalia
59,Vavasory,Yemen
60,Gibeline,Grenada
61,Bardiches,Tokelau
62,Millering,Barbados
63,Unbrent,Saint Lucia
64,Stickly,Guyana
65,Heathberry,Taiwan
66,Vinew,Bahrain
67,Lirone,United Kingdom
68,Frailejon,Luxembourg
69,Meri-tuuli,Virgin Islands (British)
70,Whippable,India
71,Venew,Antigua And Barbuda
72,Netheless,Falkland Islands (Malvinas)
73,Mamma mia,French S. Territories
74,Footles,Niue
75,Albicant,Philippines
76,Threswold,Botswana
77,Cassoon,Malaysia
78,Naphthols,Samoa
79,Inch-pound,Seychelles
80,Elf-dart,Algeria
81,Unoperated,Montserrat
82,Breeme,Philippines
83,Tunguz,Slovakia
84,Bandle,Benin
85,Squaloids,Niue
86,Iodophenol,Nicaragua
87,Impane,Sweden
88,Unbitt,Papua New Guinea
89,Abrader,Guinea-bissau
90,Budlet,Belarus
91,Gearmakers,Norfolk Island
92,Thricely,Malaysia
93,Nondealers,Iraq
94,Prelector,Macau
95,Mucal,Sudan
96,Steups,East Timor
97,Dunglike,Guinea-bissau
98,Antheroid,Lesotho
99,Regilds,Cambodia
100,Cant-dog,Kyrgyzstan
101,Unfang,Nicaragua
102,Shidduchs,Laos
103,Nubbiness,Reunion
104,Formene,Japan
105,Factorised,Burundi
106,Trainy,Taiwan
107,Regive,Kazakhstan
108,Viaticus,Puerto Rico
109,Twilly,Central African Rep
110,Deedy's,Iran
111,Audad,Japan
112,Aridas,Estonia
113,Rameses,Suriname
114,Accedences,Falkland Islands (Malvinas)
115,Kokoon,Malaysia
116,Praguian,Colombia
117,Spissitude,China
118,Crisia,New Zealand
119,Testone,Macedonia
120,Dash-lamp,French Guiana
121,Lepechinia,Guam
122,Renitent,New Caledonia
123,Dartars,Suriname
124,Simiadæ,Antigua And Barbuda
125,Indigenity,Egypt
126,Apologete,Romania
127,Millidarcy,Greece
128,Imbosoming,Gambia
129,Tooroo,Niger
130,Alacrious,France
131,Guarden,Lesotho
132,Femtometer,Yemen
133,Scablike,Niue
134,Chabazite,Uzbekistan
135,Ingorge,Myanmar
136,Aquacise,St.Pierre
137,Pricksong,Madagascar
138,Protistan,Uzbekistan
139,Ulling,Mayotte
140,Papolatry,Dominican Republic
141,Puttier,Moldova
142,Palative,New Zealand
143,Scabish,Belize
144,Crab-hole,Germany
145,Elemeno,Poland
146,Apocalypt,Dominica
147,Parapsis,Azerbaijan
148,Defilades,Cameroon
149,Surquedry,Israel
150,Mango tree,Palau
151,Tulip-root,Cyprus
152,Theorique,Papua New Guinea
153,Arango,Vanuatu
154,Ipomoea,Cook Islands
155,Soddens,Swaziland
156,Arrope,United Kingdom
157,Beinly,Kenya
158,Capreoli,Tunisia
159,Synthetica,Eritrea
160,Jailward,New Caledonia
161,Skim-net,Poland
162,A-sharp,Georgia
163,Notariate,Northern Mariana Islands
164,Pasturer,Guyana
165,Nonatheist,Nicaragua
166,Corbe,Finland
167,Fughetta,Christmas Island
168,Cahiz,Argentina
169,Wow-wows,San Marino
170,Finochio,Portugal
171,Nargil,New Caledonia
172,Blue-belly,Niger
173,Squaloids,Guam
174,Hawberks,Nicaragua
175,Tapiroid,Kiribati
176,Elk-yard,Madagascar
177,Tan-ooze,Thailand
178,Encrinitic,Estonia
179,Imitancy,Japan
180,Queriable,Mauritania
181,Permanable,Brazil
182,Jumart,Philippines
183,Cynophobia,Seychelles
184,Snakestone,American Samoa
185,Rhumbs,Dominica
186,Twattler,Bolivia
187,Fair-maid,Myanmar
188,Unbefool,Spain
189,Edecrin,Iraq
190,Liverer,Kiribati
191,Bewent,Italy
192,Apoplastic,Spain
193,Isochronal,Oman
194,Crumbliest,Angola
195,Seccotine,Bolivia
196,Round-wood,Monaco
197,Paraglides,China
198,Overhardy,Colombia
199,Bacao,Korea (North)
200,Deck-plate,Chile
201,Cup-plant,Uzbekistan
202,Leatheret,Saint Kitts And Nevis
203,Disenssion,Armenia
204,Eozoic,Congo
205,Phœbe,Mozambique
206,Way-wise,San Marino
207,Powans,Myanmar
208,Underlead,Grenada
209,Aqvavit,Azerbaijan
210,Affining,Seychelles
211,Upgather,Iraq
212,Trendwhore,Slovenia
213,Harmal,Samoa
214,Malapertly,Singapore
215,Birhythmic,Belize
216,Corylaceae,Spain
217,Tubipora,Norfolk Island
218,Tysonite,Croatia
219,Prelector,United Kingdom
220,Unillusory,Viet Nam
221,Danthonia,New Zealand
222,Oviform,China
223,Parauque,Sudan
224,Umbratic,Nicaragua
225,Greenshirt,Guam
226,Flagroot,Guam
227,Shaozhuo,Italy
228,Draw-cut,Chile
229,Swimmably,Ireland
230,Strecche,Puerto Rico
231,Twelvemos,Suriname
232,Top-lift,Yugoslavia
233,Dragbar,St Vincent/Grenadines
234,Buddleja,Samoa
235,Fid-hole,Guatemala
236,Fengtien,Seychelles
237,Morbose,Niue
238,Mamish,Yugoslavia
239,Waterbike,Sri Lanka
240,Acarina,Luxembourg
241,Adjudgers,Czech Republic
242,Unslapped,Belarus
243,Poephagus,Malaysia
244,Dromology,Poland
245,Tusche,Georgia
246,Takable,Barbados
247,Pentaspast,Mauritania
248,Scorce,Latvia
249,Woodbind,Malaysia
250,Gowkit,Algeria
251,Kymric,Turkmenistan
252,Quipo,New Zealand
253,Valmy,Honduras
254,Philopator,Gambia
255,Blissom,Viet Nam
256,Malagma,New Zealand
257,Anuclear,Sri Lanka
258,Ostentous,Sudan
259,Live-well,Palau
260,Soda-waste,Gibraltar
261,Prepensely,New Caledonia
262,Ribaudrous,Paraguay
263,Arcuated,Bahamas
264,Fulgurate,Pakistan
265,Sparagmos,Greenland
266,Catonic,Angola
267,Eupatory,Kiribati
268,Jambiyah,Zimbabwe
269,Trimes,Antarctica
270,Spookshows,Bolivia
271,Pinnulate,Italy
272,End-rhymed,Canada
273,Draughtier,Nigeria
274,Sowther,Trinidad And Tobago
275,Untared,Niue
276,Pop-beer,Lithuania
277,Lethargia,Niue
278,Grape-rot,Nicaragua
279,Morganite,Myanmar
280,Al-hakim,Antigua And Barbuda
281,Outfort,Argentina
282,Insober,Bulgaria
283,Benniseed,Ireland
284,Rail-joint,Malta
285,Iconodules,Cocos Islands
286,Gulpingly,Cambodia
287,Goter,New Caledonia
288,Tanais,Netherlands
289,Batidas,Nicaragua
290,Alterables,Cameroon
291,Both-hands,Tunisia
292,Ramelteon,Sierra Leone
293,Lieftenant,Japan
294,Tree-pie,Mali
295,Sawbill,Maldives
296,Gigantean,Ghana
297,Wardrober,France
298,Draigle,Tunisia
299,Unfastener,Macedonia
300,Updations,Afghanistan
301,De-muck,Rwanda
302,Geomorphy,Moldova
303,Rippler,Madagascar
304,Phaca,Gibraltar
305,Womanises,Dominican Republic
306,Orionid,East Timor
307,Chaincase,Liechtenstein
308,Spill-case,Marshall Islands
309,Heroinism,Central African Rep
310,Jamlike,Saint Kitts And Nevis
311,Oneish,Finland
312,Skaddle,Colombia
313,Breastknot,Burkina Faso
314,Bark-borer,Saint Lucia
315,Carpaccios,United Arab Emirates
316,Hephestus,Egypt
317,Load-based,Sweden
318,Onymatic,Uruguay
319,Pentatomic,Uganda
320,Sitelets,Nicaragua
321,Thymene,Nicaragua
322,Hang-down,Gambia
323,Instakills,Poland
324,Moonsif,French Polynesia
325,Bracovirus,St.Pierre
326,Wolf-scalp,Namibia
327,Coagulin,Cameroon
328,Spitzes,Andorra
329,Hyaenidae,Nepal
330,Ureides,Senegal
331,Pichiciago,United States
332,Where-,Vanuatu
333,Fuang,Afghanistan
334,Stylopod,Slovakia
335,Nuddle,Bermuda
336,Intricable,Australia
337,Ommatidial,Austria
338,Prefactor,Mali
339,Zoonic,Malta
340,Penutian,Philippines
341,Simonist,Trinidad And Tobago
342,Disbodied,Grenada
343,Brachydome,Bouvet Island
344,Roughwing,Malaysia
345,Ridglings,Romania
346,Bothum,Macedonia
347,Glossotomy,Samoa
348,Postward,Oman
349,Reprieval,Rwanda
350,Blanscue,Netherlands
351,Deyne,Bosnia And Herzegowina
352,Stouthrief,Mexico
353,Maistri,Bermuda
354,Tanyards,Libya
355,Dryster,Mongolia
356,Sarcodes,Brazil
357,Uncharm,Burundi
358,Precoating,Albania
359,Hebdomads,Antigua And Barbuda
360,Fastuous,Netherlands
361,Tosyl,Syrian Arab Republic
362,Collodium,Malta
363,Bushbash,Nigeria
364,Perivenous,Cyprus
365,Chappo,Tajikistan
366,Off-its,Malawi
367,Aphelions,Belarus
368,Gleety,Korea (North)
369,Ottetto,Tajikistan
370,Napaea,Macedonia
371,Sparus,Malaysia
372,Camelbacks,Portugal
373,Hylozoical,Greenland
374,Logicists,Barbados
375,Green-bag,Fiji
376,Anathemise,Singapore
377,Reembarks,New Caledonia
378,Intranatal,Mayotte
379,Treenware,Jordan
380,Trabeate,Lebanon
381,Venerealee,Macau
382,Midchapter,Norway
383,Vowelish,Azerbaijan
384,Wagwan,Slovenia
385,Femalely,Turkey
386,Redient,Malawi
387,Wombmates,Senegal
388,Filiformia,Gibraltar
389,Overgive,Sri Lanka
390,Braky,Iran
391,Repdigit,Bangladesh
392,Carrere,Gambia
393,Tuckahoe,Faroe Islands
394,Cutesiest,San Marino
395,Hagiologic,Denmark
396,Dharuk,Libya
397,Epulotic,United Kingdom
398,Debateth,Norfolk Island
399,Petitory,Saint Lucia
400,Untattered,Haiti
401,Calathi,Cayman Islands
402,Retorsions,Hong Kong
403,Butment,Niger
404,Doucs,Japan
405,Vanilloyl,Grenada
406,Dijet,Kyrgyzstan
407,Kittsian,Colombia
408,Unceasable,Equatorial Guinea
409,Chordomas,Indonesia
410,Ingraff,Cocos Islands
411,Wrongeous,Norway
412,Rhizopoda,Lithuania
413,Pen-driver,Marshall Islands
414,Khurtas,Rwanda
415,Subvolume,Saint Lucia
416,Faluns,Tanzania
417,Puff-box,Mexico
418,Yemer,Palau
419,Silanes,Virgin Islands (British)
420,Once-like,Costa Rica
421,Reversor,Dominican Republic
422,Fluorene,Sierra Leone
423,Vasotocin,Mayotte
424,Chaufe,Kenya
425,Respend,Northern Mariana Islands
426,Chargeful,Maldives
427,Unexceeded,Burkina Faso
428,Behate,El Salvador
429,Abortional,Zaire
430,Cuntal,Bouvet Island
431,Broddles,Yemen
432,Sea-rat,Guinea
433,Philotimia,Botswana
434,Crevisse,Lesotho
435,Advisingly,Sao Tome
436,Rundel,East Timor
437,Snewed,Italy
438,Atheised,Hong Kong
439,Septette,Sri Lanka
440,Bauplan,Guyana
441,Eleidin,Guadeloupe
442,Sgraffiato,Bosnia And Herzegowina
443,Neomorph,Malaysia
444,Overhardy,Andorra
445,Xinafoate,Zimbabwe
446,Lauwine,Luxembourg
447,Afibs,Gambia
448,Ripsawed,Montserrat
449,Thralldoms,Faroe Islands
450,Dactylitis,Bulgaria
451,Gomorrahy,Myanmar
452,Cock-nest,Tonga
453,Lappland,Burkina Faso
454,Rehangs,Laos
455,Slighten,Slovakia
456,Androgynal,Hungary
457,Colluvia,French Polynesia
458,Bondland,Zaire
459,Kenophobia,Iceland
460,Utopiate,Portugal
461,Pouteria,Mayotte
462,Phelloderm,China
463,Criminator,Libya
464,Foldage,Jordan
465,Uller,Uganda
466,Nonvariant,Nicaragua
467,Megamasers,Mayotte
468,Renascency,France
469,Suttling,Puerto Rico
470,Vaginalike,Latvia
471,Semitists,Gambia
472,Cocopah,Ethiopia
473,Conjugatæ,Sao Tome
474,Fornigate,Philippines
475,Triolein,Tanzania
476,Insculpt,Solomon Islands
477,Diskmag,Spain
478,Basewoman,Gambia
479,Janken,Marshall Islands
480,Squonks,Haiti
481,Zipperlike,Saudi Arabia
482,Cow-gate,Saint Kitts And Nevis
483,Defendee,Latvia
484,Ligates,San Marino
485,Comr.,Vatican City State
486,Pea-bush,Somalia
487,Noemata,Micronesia
488,Wandala,Namibia
489,Sittine,Japan
490,Myriapoda,Gabon
491,Yard-limit,Vanuatu
492,Airwall,Senegal
493,Xiphias,Ireland
494,Uninvites,India
495,Rood-altar,Tuvalu
496,Sulfonium,Iraq
497,Protolith,Northern Mariana Islands
498,Insign,Reunion
499,Elean,Vanuatu
500,Antido,Niger
501,Shot-star,Virgin Islands (U.S.)
502,Aotearoan,Portugal
503,Bickerer,Benin
504,Typhlops,Netherlands
505,Surveyeth,Moldova
506,Soloism,Slovenia
507,Oldly,Nicaragua
508,Nightdream,Tanzania
509,Ledge-rock,Mauritius
510,Benedight,Malawi
511,Unnetted,Botswana
512,Putresce,Japan
513,Spilikin,Lesotho
514,Side-keel,Guinea-bissau
515,Untrunked,Maldives
516,Bilinguous,Finland
517,Retrovert,Algeria
518,Forewind,Sri Lanka
519,Poachy,Azerbaijan
520,Hochinma,Albania
521,Microtone,United States
522,Consolator,Kazakhstan
523,Claritude,Pakistan
524,Topspun,Anguilla
525,Daunering,Qatar
526,Feed-pump,Denmark
527,Hireselve,Romania
528,Oprov,Japan
529,Cordal,Saint Lucia
530,Leech-rope,Guinea-bissau
531,Salmonidæ,Dominican Republic
532,Milkfats,Tanzania
533,Saame,Guinea-bissau
534,Gesturer,Albania
535,Froren,Turkmenistan
536,Bludged,Niger
537,Tomacco,St.Pierre
538,Ursidae,Uruguay
539,Jelloid,Nigeria
540,Usherdom,American Samoa
541,Tinwork,United States
542,Balsamical,Austria
543,Myriapoda,Costa Rica
544,Germish,Switzerland
545,Vetchling,Suriname
546,Unrough,Korea (North)
547,Amoristic,Luxembourg
548,Metol,Tunisia
549,Swobber,Bermuda
550,Listel,Guyana
551,Puñal,Djibouti
552,Spoofings,Costa Rica
553,Attake,Kenya
554,Takable,Monaco
555,Cotan,East Timor
556,Afform,Liechtenstein
557,Tougheners,Singapore
558,Weirdless,Gibraltar
559,Wormless,Tunisia
560,Legature,Sierra Leone
561,Ilicic,Turkey
562,Flatblocks,Seychelles
563,Muticous,South Africa
564,Plunderage,Andorra
565,Santonin,Congo
566,Brandreth,Madagascar
567,Futarchy,Belarus
568,Tuitional,Sri Lanka
569,A-standard,Antigua And Barbuda
570,Unkembed,Kiribati
571,Gabbais,Mongolia
572,Dentalia,Mauritania
573,Dispansion,Japan
574,Bolina,Iran
575,House-ball,Fiji
576,Bugwort,Brunei Darussalam
577,Taipo,Norfolk Island
578,Ryemeal,Slovakia
579,Thrashiest,Gambia
580,Aurar,Solomon Islands
581,Squamation,Brazil
582,Unlawlike,Italy
583,Fin-footed,Sudan
584,Amygdaline,Iraq
585,Key-bone,Croatia
586,Type-life,Central African Rep
587,Nolid,Moldova
588,Amberlike,Central African Rep
589,Guarnieri,Norway
590,Vadges,Argentina
591,Eirie,Bulgaria
592,Sap-ball,Kenya
593,Overheal,Kiribati
594,Aghastness,Colombia
595,Bucephala,United Arab Emirates
596,Necturus,Faroe Islands
597,Debare,Ireland
598,Secle,Cape Verde
599,Guttation,Guam
600,Jesuitess,Australia
601,Vitalness,Dominican Republic
602,Angulous,Bangladesh
603,Caligation,Peru
604,Liegedom,Croatia
605,Idolastre,Chile
606,Rickers,Cape Verde
607,Auscult,Germany
608,Aboded,Spain
609,Grógaldr,St. Helena
610,Dog-fisher,Nepal
611,Viborg,Argentina
612,Bonehouse,Barbados
613,Twiscar,Northern Mariana Islands
614,Muskiest,Spain
615,Yo-yo'ing,Macau
616,Uphang,Armenia
617,Rattoon,Ukraine
618,Half-shift,France
619,Pullicate,Martinique
620,Agminated,Falkland Islands (Malvinas)
621,Vectis,Jordan
622,Congius,Tanzania
623,Haversin,Jamaica
624,W.o.c.,Canada
625,Mapinguari,Netherlands Antilles
626,Threte,Martinique
627,Voltiger,Guadeloupe
628,Amazake,Liechtenstein
629,Gnathopoda,Bulgaria
630,Pyroclast,Guyana
631,Creekbeds,Dominica
632,Posets,Lebanon
633,Half-spear,Dominican Republic
634,Undurable,Greenland
635,Meekens,Bhutan
636,Cnidophore,Kuwait
637,Toswap,Barbados
638,Jewing,Gibraltar
639,Doziest,Germany
640,Sicklebill,Bouvet Island
641,Saltate,Kiribati
642,Attester,Togo
643,Dawnlike,Kiribati
644,Teended,Libya
645,Tuboplasty,Zambia
646,Sitfast,Solomon Islands
647,Murage,Gabon
648,Nebenkern,Finland
649,Bitchinest,Bermuda
650,Ethylation,Niger
651,Rampacious,Colombia
652,Morbiferal,Slovenia
653,Chowrie,Taiwan
654,Centi-,Hong Kong
655,Nanopowder,Tajikistan
656,Unsummered,New Caledonia
657,Decryptors,Haiti
658,Pensived,Nauru
659,Funless,Cocos Islands
660,Microunit,Norfolk Island
661,Anguillidæ,Albania
662,Coryzal,Mauritania
663,Nondessert,Germany
664,Chultun,Saudi Arabia
665,Kamchatkan,Gabon
666,Interland,Tajikistan
667,Picrite,Jamaica
668,Suedeheads,Somalia
669,Nuggy,Kiribati
670,Kapparah,Hungary
671,Phalangist,Tokelau
672,Aspection,Slovenia
673,Defrayment,American Samoa
674,Vespid,Pitcairn
675,Pelecypod,Uganda
676,Troctolite,Kiribati
677,Telemeters,Brazil
678,Keyspaces,Luxembourg
679,Outtrade,Sudan
680,Phyllodial,Gabon
681,Entiltment,Sri Lanka
682,Yardang,Lebanon
683,Oxidating,Central African Rep
684,Diabetical,Liechtenstein
685,Squalidae,Maldives
686,Choy-root,Tokelau
687,Chidester,Albania
688,Iliacal,Uzbekistan
689,Half-cheek,Thailand
690,Vernish,Seychelles
691,Metalised,Cuba
692,Skelos,Ukraine
693,Dignotion,Tokelau
694,Feticides,Guam
695,Torify,Suriname
696,Embolo,Central African Rep
697,Rack-rail,Djibouti
698,Rock-bird,Nepal
699,Cilial,Suriname
